school_id_num,address1,city,state,zip,county_code,county_name,district_code,district_name,school_code,school_name,princ_title,princ_first_name,princ_last_name,princ_title_2,princ_email,address2,mailing_address1,mailing_address2,mailing_city,mailing_state,mailing_zip,hib_title1,hib_first_nname,hib_last_name,hib_title2,homeless_liaison_title1,homeless_liaison_first_name,homeless_liaison_last_name,homeless_liaison_title2,phone,pre_k,kindergarten,grade_1,grade_2,grade_3,grade_4,grade_5,grade_6,grade_7,grade_8,grade_9,grade_10,grade_11,grade_12,post_grad_,adult_ed_,latitude,longitude
206,1085 Old Trenton Rd,Trenton,NJ,8690,21,MERCER,3105,AREA VOCATIONAL TECHNICAL SCHOOLS OF MERCER COUNTY,35,MCVS ADULT EVENING SCHOOL,Ms,Mary,Smith-Jones,School Principal,msmith-jones@mcts.edu, ,1085 Old Trenton Rd,,Trenton,NJ,8690,Ms,Mary,Smith-jones,Anti-Bullying Specialist,,,,,(609)586-5146,NA   ,NA   ,NA   ,NA   ,NA   ,NA   ,NA   ,NA   ,NA   ,NA   ,NA   ,NA   ,NA   ,NA   ,NA   ,1    ,40.249454,-74.654522
207,1085 OLD TRENTON ROAD,TRENTON,NJ,08690-1229,21,MERCER,3105,AREA VOCATIONAL TECHNICAL SCHOOLS OF MERCER COUNTY,30,MCVS ASSUNPINK CENTER SHARED TIME/RUBINO,Ms,Sharon,Nemeth,Principal,snemeth@mcts.edu, ,1085 OLD TRENTON ROAD,,TRENTON,NJ,7461,Ms,Megan,Ferdetta,Anti-Bullying Specialist,,,,,(609)586-5144,NA   ,NA   ,NA   ,NA   ,NA   ,NA   ,NA   ,NA   ,NA   ,NA   ,1    ,1    ,1    ,1    ,NA   ,1    ,40.249454,-74.654522
208,109 FAIRMOUNT ROAD EAST,CALIFON,NJ,7830,19,HUNTERDON,5180,TEWKSBURY TOWNSHIP SCHOOL DISTRICT,55,TEWKSBURY ELEMENTARY SCHOOL,Mr,James,MIller,Principal,jmiller@tewksburyschools.org, ,109 FAIRMOUNT ROAD EAST,,CALIFON,NJ,7830,Ms,Sheila,Donovan,Anti-Bullying Specialist,,,,,(908)832-2594,NA   ,1    ,1    ,1    ,1    ,1    ,NA   ,NA   ,NA   ,NA   ,NA   ,NA   ,NA   ,NA   ,NA   ,NA   ,40.724221,-74.749214
209,109 MT BETHEL RD,WARREN,NJ,7059,35,SOMERSET,5470,WARREN TOWNSHIP SCHOOL DISTRICT,30,CENTRAL SCHOOL,Mrs,Janet,Milita,Principal,jmilita@warrentboe.org, ,109 MT BETHEL RD,,WARREN,NJ,7059,Mrs,Patricia,Morris,Anti-Bullying Specialist,,,,,(908)753-5300,NA   ,1    ,1    ,1    ,1    ,1    ,1    ,NA   ,NA   ,NA   ,NA   ,NA   ,NA   ,NA   ,NA   ,NA   ,40.627353,-74.499071
210,1091 NORTH AVE,ELIZABETH,NJ,07201-1612,39,UNION,1320,ELIZABETH PUBLIC SCHOOLS,190,MADISON MONROE SCHOOL NO. 16,Ms,Belinda,Abruzzese,Principal,abruzzbe@elizabeth.k12.nj.us, ,1091 NORTH AVE,,ELIZABETH,NJ,5589,Mrs,Denise,Uniacke,Anti-Bullying Specialist,,,,,(908)436-5770,1    ,1    ,1    ,1    ,1    ,1    ,1    ,1    ,1    ,1    ,NA   ,NA   ,NA   ,NA   ,NA   ,NA   ,40.679611,-74.202385
211,11  27 16TH AVENUE,PATERSON,NJ,7501,31,PASSAIC,4010,PATERSON PUBLIC SCHOOL DISTRICT,43,ALEXANDER HAMILTON ACADEMY,Ms,VIRGINIA,GALIZIA,Principal,vgalizia@paterson.k12.nj.us, ,11  27 16TH AVENUE,,PATERSON,NJ,7501,,,,,,,,,(973)321-0320,NA   ,1    ,1    ,1    ,1    ,1    ,1    ,1    ,1    ,1    ,NA   ,NA   ,NA   ,NA   ,NA   ,NA   ,40.916291,-74.166828
212,11 BROADLAWN DR,LIVINGSTON,NJ,07039-3117,13,ESSEX,2730,LIVINGSTON BOARD OF EDUCATION SCHOOL DISTRICT,110,MOUNT PLEASANT ELEMENTARY SCHOOL,Dr,Emily,Codey,Principal,ecodey@livingston.org, ,11 BROADLAWN DR,,LIVINGSTON,NJ,3922,Ms,Jennifer,Kelner,Anti-Bullying Specialist,,,,,(973)535-8000,NA   ,1    ,1    ,1    ,1    ,1    ,1    ,NA   ,NA   ,NA   ,NA   ,NA   ,NA   ,NA   ,NA   ,NA   ,40.796175,-74.304045
213,11 BROADLAWN DR,LIVINGSTON,NJ,07039-3117,13,ESSEX,2730,LIVINGSTON BOARD OF EDUCATION SCHOOL DISTRICT,110,MOUNT PLEASANT ELEMENTARY SCHOOL,Dr,Emily,Codey,Principal,ecodey@livingston.org, ,11 BROADLAWN DR,,LIVINGSTON,NJ,3922,Ms,Jennifer,Kelner,Anti-Bullying Specialist,,,,,(973)535-8000,NA   ,1    ,1    ,1    ,1    ,1    ,1    ,NA   ,NA   ,NA   ,NA   ,NA   ,NA   ,NA   ,NA   ,NA   ,40.796175,-74.304045
214,11 BROADLAWN DR,LIVINGSTON,NJ,07039-3117,13,ESSEX,2730,LIVINGSTON BOARD OF EDUCATION SCHOOL DISTRICT,60,MOUNT PLEASANT MIDDLE SCHOOL,Mrs,Debra,Ostrowski,Principal,dostrowski@livingston.org, ,11 BROADLAWN DR,,LIVINGSTON,NJ,3922,Mr,Andrew,Espinoza,Anti-Bullying Specialist,,,,,(973)535-8000,NA   ,NA   ,NA   ,NA   ,NA   ,NA   ,NA   ,1    ,NA   ,NA   ,NA   ,NA   ,NA   ,NA   ,NA   ,NA   ,40.796175,-74.304045
215,11 BROADLAWN DR,LIVINGSTON,NJ,07039-3117,13,ESSEX,2730,LIVINGSTON BOARD OF EDUCATION SCHOOL DISTRICT,60,MOUNT PLEASANT MIDDLE SCHOOL,Mrs,Debra,Ostrowski,Principal,dostrowski@livingston.org, ,11 BROADLAWN DR,,LIVINGSTON,NJ,3922,Mr,Andrew,Espinoza,Anti-Bullying Specialist,,,,,(973)535-8000,NA   ,NA   ,NA   ,NA   ,NA   ,NA   ,NA   ,1    ,NA   ,NA   ,NA   ,NA   ,NA   ,NA   ,NA   ,NA   ,40.796175,-74.304045
216,11 CHERRY STREET,BRIDGETON,NJ,8302,11,CUMBERLAND,540,BRIDGETON CITY SCHOOL DISTRICT,55,CHERRY STREET SCHOOL,Mr,Terrence,Spencer,Principal,tspencer@bridgeton.k12.nj.us, ,11 CHERRY STREET,,BRIDGETON,NJ,8302,Ms,Lynne,Hallanan,Anti-Bullying Specialist,,,,,(856)455-8030,NA   ,1    ,1    ,1    ,1    ,1    ,1    ,1    ,1    ,1    ,NA   ,NA   ,NA   ,NA   ,NA   ,NA   ,39.419418,-75.222696
217,11 ELY AVE,LAURENCE HARBOR,NJ,8879,23,MIDDLESEX,3845,OLD BRIDGE TOWNSHIP SCHOOL DISTRICT,130,MEMORIAL ELEMENTARY SCHOOL,Mr,Raymond,Payton,Principal,Raymond.Payton@obps.org, ,11 ELY AVE,,LAURENCE HARBOR,NJ,8879,Mrs,Amy,Najarian,Anti-Bullying Specialist,,,,,(732)290-3876,NA   ,1    ,1    ,1    ,1    ,1    ,1    ,NA   ,NA   ,NA   ,NA   ,NA   ,NA   ,NA   ,NA   ,NA   ,40.445226,-74.248226
218,11 GUM TREE CORNER ROAD,BRIDGETON,NJ,08323-8951,11,CUMBERLAND,5070,STOW CREEK TOWNSHIP SCHOOL DISTRICT,50,STOW CREEK TOWNSHIP,Mr,JOHN,KLUG,School Administrator,JOHN.KLUG@STOWCREEKSCHOOL.COM, ,11 GUM TREE CORNER ROAD,,BRIDGETON,NJ,-628,Ms,Leann,Doty,Anti-Bullying Specialist,,,,,(856)455-1717,NA   ,1    ,1    ,1    ,1    ,1    ,1    ,1    ,1    ,1    ,NA   ,NA   ,NA   ,NA   ,NA   ,NA   ,39.453283,-75.344854
219,11 LIBERTY STREET,OLD BRIDGE,NJ,08857-3414,23,MIDDLESEX,3845,OLD BRIDGE TOWNSHIP SCHOOL DISTRICT,140,RAYMOND E. VOORHEES ELEMENTARY SCHOOL,Ms,Courtney,Lowery,Principal,Courtney.Lowery@obps.org, ,11 LIBERTY STREET,,OLD BRIDGE,NJ,5443,Mrs,Faye,Bodenstein,Anti-Bullying Specialist,,,,,(732)360-4544,NA   ,1    ,1    ,1    ,1    ,1    ,1    ,NA   ,NA   ,NA   ,NA   ,NA   ,NA   ,NA   ,NA   ,NA   ,40.389874,-74.362307
220,11 MANSFIELD DRIVE,STANHOPE,NJ,7874,37,SUSSEX,640,BYRAM TOWNSHIP SCHOOL DISTRICT,10,BYRAM LAKES ELEMENTARY SCHOOL,Mr,Edward,Abato,School Principal,Abato.Edward@byramschools.org, ,11 MANSFIELD DRIVE,,STANHOPE,NJ,7874,Ms,Sarah,Bovee,Anti-Bullying Specialist,,,,,(973)347-1047,1    ,1    ,1    ,1    ,1    ,1    ,NA   ,NA   ,NA   ,NA   ,NA   ,NA   ,NA   ,NA   ,NA   ,NA   ,40.937312,-74.703539
221,11 MEMORIAL DRIVE,NEPTUNE,NJ,7753,25,MONMOUTH,3510,NEPTUNE TOWNSHIP SCHOOL DISTRICT,59,EARLY CHILDHOOD CENTER,Ms,Lori,Burns,Principal,lburns@neptune.k12.nj.us, ,11 MEMORIAL DRIVE,,NEPTUNE,NJ,7753,Ms,Eileen,Moore,Anti-Bullying Specialist,,,,,(732)776-2200,1    ,NA   ,NA   ,NA   ,NA   ,NA   ,NA   ,NA   ,NA   ,NA   ,NA   ,NA   ,NA   ,NA   ,NA   ,NA   ,40.211386,-74.018861
222,11 MILL RIDGE ROAD,SECAUCUS,NJ,7094,17,HUDSON,4730,SECAUCUS BOARD OF EDUCATION,50,SECAUCUS HIGH SCHOOL,Dr,ROBERT,BERCKES,Principal,rberckes@sboe.us, ,11 MILL RIDGE ROAD,,SECAUCUS,NJ,7094,Ms,Jill,Preis,Anti-Bullying Specialist,,,,,(201)974-2033,NA   ,NA   ,NA   ,NA   ,NA   ,NA   ,NA   ,NA   ,NA   ,NA   ,1    ,1    ,1    ,1    ,NA   ,NA   ,40.803361,-74.050885
223,11 MILL RIDGE ROAD,SECAUCUS,NJ,7094,17,HUDSON,4730,SECAUCUS BOARD OF EDUCATION,50,SECAUCUS HIGH SCHOOL,Dr,ROBERT,BERCKES,Principal,rberckes@sboe.us, ,11 MILL RIDGE ROAD,,SECAUCUS,NJ,7094,Ms,Jill,Preis,Anti-Bullying Specialist,,,,,(201)974-2033,NA   ,NA   ,NA   ,NA   ,NA   ,NA   ,NA   ,NA   ,NA   ,NA   ,1    ,1    ,1    ,1    ,NA   ,NA   ,40.803361,-74.050885
224,11 MILL RIDGE ROAD,SECAUCUS,NJ,7094,17,HUDSON,4730,SECAUCUS BOARD OF EDUCATION,80,SECAUCUS MIDDLE SCHOOL,Mr,Robert,Valente,Principal,rvalenter@sboe.us, ,11 MILL RIDGE ROAD,,SECAUCUS,NJ,7094,Ms,Tara,Tavares,Anti-Bullying Specialist,,,,,(201)974-2025,NA   ,NA   ,NA   ,NA   ,NA   ,NA   ,NA   ,NA   ,1    ,1    ,NA   ,NA   ,NA   ,NA   ,NA   ,NA   ,40.803361,-74.050885
225,11 MILL RIDGE ROAD,SECAUCUS,NJ,7094,17,HUDSON,4730,SECAUCUS BOARD OF EDUCATION,80,SECAUCUS MIDDLE SCHOOL,Mr,Robert,Valente,Principal,rvalenter@sboe.us, ,11 MILL RIDGE ROAD,,SECAUCUS,NJ,7094,Ms,Tara,Tavares,Anti-Bullying Specialist,,,,,(201)974-2025,NA   ,NA   ,NA   ,NA   ,NA   ,NA   ,NA   ,NA   ,1    ,1    ,NA   ,NA   ,NA   ,NA   ,NA   ,NA   ,40.803361,-74.050885
226,11 MONTGOMERY STREET,SOUTH RIVER,NJ,8882,23,MIDDLESEX,4920,SOUTH RIVER PUBLIC SCHOOL DISTRICT,50,SOUTH RIVER HIGH SCHOOL,Mrs,Kamila,Buffalino,School Principal,kmiazio@srivernj.org, ,11 MONTGOMERY STREET,,SOUTH RIVER,NJ,8882,Mrs,Jeanne,Veres,Anti-Bullying Specialist,,,,,(732)613-4014,NA   ,NA   ,NA   ,NA   ,NA   ,NA   ,NA   ,NA   ,NA   ,NA   ,1    ,1    ,1    ,1    ,NA   ,NA   ,40.43959,-74.380571
227,11 NORTH MAPLE AVENUE,NEW GRETNA,NJ,08224-0304,5,BURLINGTON,200,BASS RIVER TOWNSHIP BOARD OF EDUCATION,50,BASS RIVER TOWNSHIP ELEMENTARY SCHOOL,Mr,LARRY,MATHIS,School Principal,LMATHIS@BASSRIVERSCHOOL.ORG, ,P O Box 304,,NEW GRETNA,NJ,7920,Mrs,Joni,Burns,Anti-Bullying Specialist,,,,,(609)296-4230,1    ,1    ,1    ,1    ,1    ,1    ,1    ,1    ,NA   ,NA   ,NA   ,NA   ,NA   ,NA   ,NA   ,NA   ,39.590848,-74.450712
228,11 SWIFT AVENUE,EGG HARBOR TOWNSHIP,NJ,08234-9697,1,ATLANTIC,1310,EGG HARBOR TOWNSHIP SCHOOL DISTRICT,35,E. H. SLAYBAUGH ELEMENTARY SCHOOL,Ms,MARYANN,GIARDINA,Principal,giardinm@eht.k12.nj.us, ,11 SWIFT AVENUE,,EGG HARBOR TOWNSHIP,NJ,-1463,Ms,Lori,Kauffman,Anti-Bullying Specialist,,,,,(609)927-8222,1    ,1    ,1    ,1    ,1    ,NA   ,NA   ,NA   ,NA   ,NA   ,NA   ,NA   ,NA   ,NA   ,NA   ,NA   ,39.369689,-74.631457
229,11 VALLEY ROAD,BOONTON TOWNSHIP,NJ,7005,27,MORRIS,460,BOONTON TOWNSHIP SCHOOL DISTRICT,60,ROCKAWAY VALLEY SCHOOL,Dr,Thomas,Butler,School Lead,tbutler@vsnj.org, ,11 VALLEY ROAD,,BOONTON TOWNSHIP,NJ,7005,Dr,Lia,Lendis,Anti-Bullying Specialist,,,,,(973)334-4162,1    ,1    ,1    ,1    ,1    ,1    ,1    ,1    ,1    ,1    ,NA   ,NA   ,NA   ,NA   ,NA   ,NA   ,40.92445,-74.430755
230,110 ASHWOOD AVENUE,SUMMIT,NJ,7091,39,UNION,5090,SUMMIT PUBLIC SCHOOL DISTRICT,150,PRIMARY CENTER AT JEFFERSON,,,,,, ,110 ASHWOOD AVENUE,,SUMMIT,NJ,7091,,,,,,,,,(908)918-2160,1    ,1    ,NA   ,NA   ,NA   ,NA   ,NA   ,NA   ,NA   ,NA   ,NA   ,NA   ,NA   ,NA   ,NA   ,NA   ,40.705732,-74.350574
231,110 ASHWOOD AVENUE,SUMMIT,NJ,07901-3823,39,UNION,5090,SUMMIT PUBLIC SCHOOL DISTRICT,90,JEFFERSON ELEMENTARY SCHOOL,Mr,Ron,Poles,Principal,rpoles@summit.k12.nj.us, ,110 ASHWOOD AVENUE,,SUMMIT,NJ,4078,Mr,Thomas,Demuro,Anti-Bullying Specialist,,,,,(908)273-3807,NA   ,NA   ,1    ,1    ,1    ,1    ,1    ,NA   ,NA   ,NA   ,NA   ,NA   ,NA   ,NA   ,NA   ,NA   ,40.705732,-74.350574
232,110 CARRANZA ROAD,TABERNACLE,NJ,8088,5,BURLINGTON,2610,LENAPE REGIONAL HIGH SCHOOL DISTRICT,70,SENECA HIGH SCHOOL,Mr,Jeffrey,Spector,Principal,jspector@lrhsd.org, ,110 CARRANZA ROAD,,TABERNACLE,NJ,8088,Mrs,Trish,Labouff,Anti-Bullying Specialist,,,,,(609)268-4600,NA   ,NA   ,NA   ,NA   ,NA   ,NA   ,NA   ,NA   ,NA   ,NA   ,1    ,1    ,1    ,1    ,NA   ,NA   ,39.857349,-74.717578
233,110 LACEY ROAD,FORKED RIVER,NJ,08731-0477,29,OCEAN,2480,LACEY TOWNSHIP SCHOOL DISTRICT,50,FORKED RIVER ELEMENTARY SCHOOL,Mr,Eric,Fiedler,Principal,efiedler@laceyschools.org, ,110 LACEY ROAD,,FORKED RIVER,NJ,8254,Mrs,Rebecca,Cataline,Anti-Bullying Specialist,,,,,(609)971-2080,NA   ,1    ,1    ,1    ,1    ,1    ,NA   ,NA   ,NA   ,NA   ,NA   ,NA   ,NA   ,NA   ,NA   ,NA   ,39.84236,-74.192213
234,110 Mt Vernon Street,Ridgefield Park,NJ,7660,3,BERGEN,4380,RIDGEFIELD PARK SCHOOL DISTRICT,300,THOMAS JEFFERSON EARLY LEARNING CENTER,Mr,Matthew,Perrapato,Principal,mperrapato@rpps.net, ,110 Mt Vernon Street,,Ridgefield Park,NJ,7660,,,,,,,,,(201)888-8888,NA   ,1    ,1    ,NA   ,NA   ,NA   ,NA   ,NA   ,NA   ,NA   ,NA   ,NA   ,NA   ,NA   ,NA   ,NA   ,40.856957,-74.023074
235,110 S  BROADWAY,PENNSVILLE,NJ,08070-2060,33,SALEM,4075,PENNSVILLE PUBLIC SCHOOL DISTRICT,50,PENNSVILLE MEMORIAL HIGH SCHOOL,Mr,Matthew,McFarland,Principal,mmcfarla@psdnet.org, ,110 S  BROADWAY,,PENNSVILLE,NJ,6010,Mr,Jerry,Grasso,Anti-Bullying Specialist,,,,,(856)540-6200,NA   ,NA   ,NA   ,NA   ,NA   ,NA   ,NA   ,NA   ,NA   ,NA   ,1    ,1    ,1    ,1    ,NA   ,NA   ,39.650134,-75.519762
236,110 School Lane,Logan Township,NJ,8085,15,GLOUCESTER,2750,LOGAN TOWNSHIP SCHOOL DISTRICT,300,LOGAN MIDDLE SCHOOL,Mrs,Heather,Moran,Principal,hmoran@logantwp.k12.nj.us, ,110 School Lane,,Logan Township,NJ,8085,Mrs,Amy,Otten,Anti-Bullying Specialist,,,,,(856)467-5133,NA   ,NA   ,NA   ,NA   ,NA   ,NA   ,NA   ,1    ,1    ,1    ,NA   ,NA   ,NA   ,NA   ,NA   ,NA   ,39.751631,-75.356594
237,110 SCHOOL LANE,LOGAN TWP,NJ,8085,15,GLOUCESTER,2750,LOGAN TOWNSHIP SCHOOL DISTRICT,40,LOGAN TOWNSHIP ELEMENTARY SCHOOL,Mrs,Catherine,Kelly,Principal,ckelly@logan.k12.nj.us, ,110 SCHOOL LANE,,LOGAN TWP,NJ,8085,,,,,,,,,(856)467-5133,NA   ,NA   ,NA   ,1    ,1    ,1    ,1    ,NA   ,NA   ,NA   ,NA   ,NA   ,NA   ,NA   ,NA   ,NA   ,39.751631,-75.356594
238,110 TWIN HILL DRIVE,WILLINGBORO,NJ,8046,5,BURLINGTON,5805,WILLINGBORO PUBLIC SCHOOL DISTRICT,120,TWIN HILLS ELEMENTARY SCHOOL,Ms,SONYA,NOCK-LEMONS,Principal,snock@wboe.net, ,110 TWIN HILL DRIVE,,WILLINGBORO,NJ,8046,Ms,Tiffany,Parnell,Anti-Bullying Specialist,,,,,(609)835-8980,1    ,1    ,1    ,1    ,1    ,1    ,1    ,NA   ,NA   ,NA   ,NA   ,NA   ,NA   ,NA   ,NA   ,NA   ,40.006871,-74.876065
239,1100 BROOKS BOULEVARD,MANVILLE,NJ,8835,35,SOMERSET,3000,MANVILLE BOARD OF EDUCATION,50,MANVILLE HIGH SCHOOL,Dr,James,Brunn,School Principal,jbrunn@manvillesd.org, ,1100 BROOKS BOULEVARD,,MANVILLE,NJ,8835,Ms,Ilana,Kurtin,Anti-Bullying Specialist,,,,,(908)231-6806,NA   ,NA   ,NA   ,NA   ,NA   ,NA   ,NA   ,NA   ,NA   ,NA   ,1    ,1    ,1    ,1    ,NA   ,NA   ,40.544749,-74.597216
240,1100 COOMBS RD.,MILLVILLE,NJ,8332,11,CUMBERLAND,3230,MILLVILLE  SCHOOL DISTRICT,68,CHILD FAMILY CENTER,Ms,JoAnn,Burns,Principal,joann.burns@millvillenj.gov, ,1100 COOMBS RD.,PO Box 5010,MILLVILLE,NJ,8332,Mr,Robert,Nichols,Anti-Bullying Specialist,,,,,(856)293-2171,1    ,NA   ,NA   ,NA   ,NA   ,NA   ,NA   ,NA   ,NA   ,NA   ,NA   ,NA   ,NA   ,NA   ,NA   ,NA   ,39.414205,-75.021354
241,1100 ROOSEVELT AVENUE,SCOTCH PLAINS,NJ,7076,39,UNION,4670,SCOTCH PLAINS-FANWOOD SCHOOL DISTRICT,105,WILLIAM J. MCGINN,Dr,Sasha,Slocum,Principal,sslocum@spfk12.org, ,1100 ROOSEVELT AVENUE,,SCOTCH PLAINS,NJ,7076,Ms,Cezsarai,Medley,Anti-Bullying Specialist,,,,,(908)233-7950,NA   ,1    ,1    ,1    ,1    ,1    ,NA   ,NA   ,NA   ,NA   ,NA   ,NA   ,NA   ,NA   ,NA   ,NA   ,40.640057,-74.373625
242,1100 THIRD AVENUE,ASBURY PARK,NJ,07712-5798,25,MONMOUTH,100,ASBURY PARK SCHOOL DISTRICT,40,BRADLEY ELEMENTARY SCHOOL,Ms,Thea,Jackson,School Principal,jacksont@asburypark.k12.nj.us, ,1100 THIRD AVENUE,,ASBURY PARK,NJ,1914,Ms,Kathleen,Wihelm,Anti-Bullying Specialist,,,,,(732)776-3100,1    ,1    ,1    ,1    ,1    ,1    ,1    ,NA   ,NA   ,NA   ,NA   ,NA   ,NA   ,NA   ,NA   ,NA   ,40.224449,-74.016344
243,1100 TURNERVILLE ROAD,PINE HILL,NJ,8021,7,CAMDEN,4110,PINE HILL SCHOOL DISTRICT,100,PINE HILL MIDDLE SCHOOL,Ms,Kathleen,Klemick,Principal,kklemick@pinehillschools.org, ,1100 TURNERVILLE ROAD,,PINE HILL,NJ,8021,Ms,Lauren,Mclaughlin,Anti-Bullying Specialist,,,,,(856)210-0200,NA   ,NA   ,NA   ,NA   ,NA   ,NA   ,NA   ,1    ,1    ,1    ,NA   ,NA   ,NA   ,NA   ,NA   ,NA   ,39.777648,-74.968515
244,1100 WARREN ST,ROSELLE,NJ,07203-2736,39,UNION,4540,ROSELLE PUBLIC SCHOOLS,30,DR. CHARLES C. POLK SCHOOL,Ms,ANDREEA,HARRY,Principal,AHARRY@ROSELLESCHOOLS.ORG, ,1100 WARREN ST,,ROSELLE,NJ,4467,Mr,Debra,Costello,Anti-Bullying Specialist,,,,,(908)298-2061,NA   ,NA   ,1    ,1    ,1    ,1    ,NA   ,NA   ,NA   ,NA   ,NA   ,NA   ,NA   ,NA   ,NA   ,NA   ,40.64808,-74.253161
245,1100 WILLOW AVENUE,HOBOKEN,NJ,7030,17,HUDSON,2210,HOBOKEN PUBLIC SCHOOL DISTRICT,70,WALLACE ELEMENTARY SCHOOL,Mr,Roger,Bowley,Principal,roger.bowley@hoboken.k12.nj.us, ,1100 WILLOW AVENUE,,HOBOKEN,NJ,7030,Ms,Allison,Lemberg,Anti-Bullying Specialist,,,,,(201)356-3651,1    ,1    ,1    ,1    ,1    ,1    ,1    ,1    ,NA   ,NA   ,NA   ,NA   ,NA   ,NA   ,NA   ,NA   ,40.751125,-74.031146
246,1101 MAIN STREET,BELMAR,NJ,07719-2727,25,MONMOUTH,270,BELMAR ELEMENTARY SCHOOL DISTRICT,20,BELMAR ELEMENTARY,Mrs,Lisa,Hannah,School Principal,hannah@belmar.k12nj.us, ,1101 MAIN STREET,,BELMAR,NJ,4992,Mrs,Jennifer,Cozzarelli,Anti-Bullying Specialist,,,,,(732)681-2388,1    ,1    ,1    ,1    ,1    ,1    ,1    ,1    ,1    ,1    ,NA   ,NA   ,NA   ,NA   ,NA   ,NA   ,40.177718,-74.027105
247,1101 Wheaton Avenue,Millville,NJ,8332,80,CUMBERLAND,6069,MILLVILLE PUBLIC CHARTER SCHOOL,952,MILLVILLE PUBLIC CHARTER,Ms,Colleen,McLaughlin,School Principal,cmclaughlin@millvillepcs.com,Suite 220 ,1101 Wheaton Avenue,Suite 220,Millville,NJ,8332,Mrs,Elissa,Llerandi,Anti-Bullying Specialist,,,,,(856)506-8143,NA   ,1    ,1    ,1    ,1    ,1    ,1    ,1    ,NA   ,NA   ,NA   ,NA   ,NA   ,NA   ,NA   ,NA   ,39.407961,-75.031586
248,1106 OLD WHITE HORSE PIKE,WATERFORD,NJ,08089-1816,7,CAMDEN,5560,WATERFORD TOWNSHIP SCHOOL DISTRICT,100,WATERFORD ELEMENTARY SCHOOL,Mr,Fred,Hair,School Principal,fhair@wtsd.org, ,1106 OLD WHITE HORSE PIKE,,WATERFORD,NJ,6273,Mr,Ryan,Ciavaglia,Anti-Bullying Specialist,,,,,(856)767-8293,NA   ,NA   ,NA   ,NA   ,NA   ,1    ,1    ,1    ,NA   ,NA   ,NA   ,NA   ,NA   ,NA   ,NA   ,NA   ,39.72755,-74.850926
249,111 BRIGHT STREET,JERSEY CITY,NJ,07302-4342,17,HUDSON,2390,JERSEY CITY SCHOOL DISTRICT,100,FRANK R CONWELL SCHOOL,Mr,Darren,Mischel,Principal,dmischel@jcboe.org, ,111 BRIGHT STREET,,JERSEY CITY,NJ,2960,Mrs,Patricia,Omalley,Anti-Bullying Specialist,,,,,(201)915-6100,1    ,1    ,1    ,1    ,1    ,1    ,1    ,NA   ,NA   ,NA   ,NA   ,NA   ,NA   ,NA   ,NA   ,NA   ,40.717294,-74.050589
250,111 HANSOM RD,BASKING RIDGE,NJ,7920,35,SOMERSET,350,BERNARDS TOWNSHIP SCHOOL DISTRICT,100,MOUNT PROSPECT ELEMENTARY SCHOOL,Ms,Joanne,Hozeny,School Principal,jhozeny@bernardsboe.com, ,111 HANSOM RD,,BASKING RIDGE,NJ,7920,Ms,Agnese,Cuccaro,Anti-Bullying Specialist,,,,,(908)470-1600,1    ,1    ,1    ,1    ,1    ,1    ,1    ,NA   ,NA   ,NA   ,NA   ,NA   ,NA   ,NA   ,NA   ,NA   ,40.655648,-74.623826
251,111 JEFFERSON AVENUE,TENAFLY,NJ,7670,3,BERGEN,5160,TENAFLY PUBLIC SCHOOL DISTRICT,80,MALCOLM S MACKAY SCHOOL,Ms,Brenda,Yoo,School Principal,byoo@tenafly.k12.nj.us, ,111 JEFFERSON AVENUE,,TENAFLY,NJ,7670,Ms,Angela,Macri,Anti-Bullying Specialist,,,,,(201)816-7700,NA   ,1    ,1    ,1    ,1    ,1    ,1    ,NA   ,NA   ,NA   ,NA   ,NA   ,NA   ,NA   ,NA   ,NA   ,40.92912,-73.972195
252,111 MAGNOLIA AVENUE,TENAFLY,NJ,7670,3,BERGEN,5160,TENAFLY PUBLIC SCHOOL DISTRICT,90,RALPH S MAUGHAM SCHOOL,Ms,Jennifer,Ferrara,School Principal,jferrara@tenafly.k12.nj.us, ,111 MAGNOLIA AVENUE,,TENAFLY,NJ,7670,Ms,Maria,Casteline,Anti-Bullying Specialist,,,,,(201)816-7705,NA   ,1    ,1    ,1    ,1    ,1    ,1    ,NA   ,NA   ,NA   ,NA   ,NA   ,NA   ,NA   ,NA   ,NA   ,40.929363,-73.960337
253,111 MANITO AVE,OAKLAND,NJ,07436-4012,3,BERGEN,3760,OAKLAND PUBLIC SCHOOL DISTRICT,60,MANITO ELEMENTARY SCHOOL,Mr,Adam,Silverstein,Principal,silverstein@oaklandschoolsnj.org, ,111 MANITO AVE,,OAKLAND,NJ,3424,Ms,Heather,Asip,Anti-Bullying Specialist,,,,,(201)337-6106,NA   ,1    ,1    ,1    ,1    ,1    ,1    ,NA   ,NA   ,NA   ,NA   ,NA   ,NA   ,NA   ,NA   ,NA   ,41.036009,-74.213376
